age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y,predicted_probability
26,services,single,high.school,no,yes,no,cellular,may,mon,360,1,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,no,0.1667153539639556
32,admin.,single,high.school,no,yes,no,cellular,nov,thu,120,1,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,no,0.16539981611296153
57,self-employed,married,university.degree,no,no,no,cellular,jul,thu,313,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,0.165
41,blue-collar,married,basic.9y,no,no,no,cellular,apr,tue,161,1,999,1,failure,-1.8,93.075,-47.1,1.453,5099.1,no,0.165
40,admin.,married,university.degree,no,no,no,cellular,may,mon,365,4,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,yes,0.165
41,admin.,married,university.degree,no,no,no,cellular,apr,tue,463,1,999,0,nonexistent,-1.8,93.075,-47.1,1.453,5099.1,yes,0.165
36,management,married,university.degree,no,yes,no,cellular,jun,thu,156,1,999,1,failure,-2.9,92.963,-40.8,1.26,5076.2,yes,0.16448653359113316
44,technician,divorced,high.school,no,no,no,cellular,aug,tue,188,3,999,0,nonexistent,-2.9,92.201,-31.4,0.838,5076.2,no,0.16439699748748207
59,technician,single,basic.6y,no,no,no,telephone,aug,tue,181,1,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,no,0.16392868915733552
32,student,single,university.degree,no,no,no,cellular,nov,wed,138,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no,0.1627466013912827
29,admin.,married,basic.6y,no,no,no,cellular,may,fri,58,3,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no,0.1625
40,admin.,single,high.school,no,yes,no,cellular,jun,tue,145,1,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,yes,0.1625
33,admin.,married,university.degree,no,no,yes,telephone,mar,thu,78,2,999,1,failure,-1.8,93.369,-34.8,0.65,5008.7,no,0.1625
59,retired,married,high.school,no,unknown,unknown,telephone,aug,thu,204,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no,0.1625
71,retired,divorced,basic.4y,no,no,yes,cellular,apr,thu,214,1,999,1,failure,-1.8,93.075,-47.1,1.365,5099.1,no,0.1625
39,admin.,married,high.school,no,unknown,unknown,cellular,may,mon,99,2,999,2,failure,-1.8,92.893,-46.2,1.354,5099.1,no,0.1625
30,admin.,divorced,high.school,no,no,no,telephone,jun,fri,13,10,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,0.1625
55,technician,married,professional.course,unknown,yes,no,telephone,may,mon,135,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.1625
31,admin.,single,high.school,no,no,no,cellular,may,thu,433,2,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no,0.1625
39,entrepreneur,married,university.degree,unknown,no,no,cellular,nov,tue,54,2,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,no,0.1625
43,admin.,single,university.degree,no,yes,no,cellular,nov,fri,163,1,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,0.1625
26,student,single,professional.course,no,yes,no,cellular,jun,wed,96,1,999,1,failure,-2.9,92.963,-40.8,1.26,5076.2,no,0.1625
27,admin.,married,university.degree,no,no,no,cellular,jul,fri,67,5,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,0.1625
43,admin.,single,high.school,no,yes,no,cellular,may,mon,159,3,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no,0.16199520971548112
34,technician,single,university.degree,no,no,no,cellular,aug,tue,136,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,0.16189948959050354
44,management,single,high.school,no,no,no,cellular,may,mon,184,1,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no,0.16183632934462353
30,admin.,single,university.degree,no,no,no,cellular,aug,mon,356,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,0.16165622301017699
30,admin.,single,university.degree,no,no,no,cellular,aug,mon,135,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,0.16165622301017699
32,admin.,married,high.school,no,no,no,cellular,jul,mon,549,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no,0.16148814175514814
39,management,married,university.degree,no,no,no,cellular,aug,mon,168,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,0.16001098948878384
31,blue-collar,married,basic.9y,no,yes,yes,telephone,may,mon,629,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.16
33,admin.,single,high.school,no,yes,no,cellular,may,tue,135,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no,0.16
34,blue-collar,married,basic.6y,unknown,yes,yes,telephone,may,fri,47,5,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no,0.16
35,admin.,single,university.degree,no,yes,no,cellular,aug,mon,547,6,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.16
48,entrepreneur,single,professional.course,no,yes,no,cellular,may,wed,606,3,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no,0.16
43,blue-collar,divorced,basic.9y,no,yes,no,cellular,jul,tue,141,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,0.16
58,entrepreneur,married,high.school,no,yes,no,cellular,sep,mon,198,1,999,1,failure,-1.1,94.199,-37.5,0.882,4963.6,no,0.16
42,management,divorced,university.degree,no,no,no,cellular,may,mon,359,5,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no,0.16
22,blue-collar,single,basic.6y,unknown,yes,no,cellular,jul,tue,139,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no,0.16
24,housemaid,married,basic.9y,no,no,no,cellular,may,wed,45,4,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no,0.16
33,services,married,basic.4y,no,no,no,telephone,may,thu,402,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,0.16
57,admin.,single,high.school,no,yes,no,telephone,may,mon,26,5,12,1,success,-1.8,92.893,-46.2,1.244,5099.1,no,0.16
37,admin.,single,high.school,no,yes,no,cellular,jul,tue,316,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no,0.1598523503415026
31,admin.,married,high.school,no,yes,no,cellular,may,wed,476,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,yes,0.15984851532952443
53,services,married,high.school,unknown,yes,no,cellular,jul,mon,153,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,0.15971911987860396
47,technician,divorced,university.degree,no,no,no,cellular,apr,fri,53,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,0.15956285514798668
30,blue-collar,divorced,basic.6y,no,no,no,cellular,jul,tue,76,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no,0.15921080891762215
32,technician,single,professional.course,no,yes,no,cellular,aug,tue,71,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,0.1590480707119722
24,blue-collar,divorced,basic.9y,no,no,no,cellular,may,wed,417,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no,0.1588321387821215
24,admin.,married,basic.9y,no,yes,no,cellular,may,wed,302,1,10,1,success,-1.8,92.893,-46.2,1.281,5099.1,yes,0.15808929896238266
49,admin.,married,university.degree,no,yes,yes,cellular,may,wed,194,3,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no,0.1575
27,unemployed,single,university.degree,no,yes,no,cellular,jul,thu,143,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,no,0.1575
36,admin.,married,university.degree,no,yes,no,cellular,apr,thu,970,1,999,1,failure,-1.8,93.075,-47.1,1.365,5099.1,yes,0.1575
38,technician,divorced,high.school,no,yes,yes,cellular,apr,thu,279,3,999,1,failure,-1.8,93.075,-47.1,1.41,5099.1,no,0.1575
36,technician,divorced,professional.course,no,unknown,unknown,cellular,may,fri,327,3,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,no,0.1575
71,retired,married,university.degree,no,yes,yes,telephone,apr,mon,89,12,999,0,nonexistent,-1.8,93.075,-47.1,1.392,5099.1,no,0.1575
44,housemaid,married,basic.9y,unknown,yes,no,telephone,may,mon,118,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.1575
51,management,divorced,university.degree,no,no,no,cellular,jul,wed,166,7,999,1,failure,-2.9,92.469,-33.6,0.979,5076.2,no,0.1575
24,admin.,single,university.degree,no,yes,no,cellular,jun,wed,65,3,999,1,failure,-2.9,92.963,-40.8,1.244,5076.2,no,0.1575
54,management,married,university.degree,no,no,no,cellular,may,tue,159,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,no,0.1575
51,retired,married,high.school,no,yes,no,cellular,may,tue,302,1,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,no,0.1575
26,admin.,single,high.school,no,no,yes,telephone,may,fri,143,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no,0.1575
37,services,married,high.school,no,no,no,cellular,may,wed,317,1,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1,no,0.1574079219905794
28,blue-collar,single,basic.9y,no,yes,no,cellular,apr,thu,106,3,999,0,nonexistent,-1.8,93.075,-47.1,1.406,5099.1,no,0.1569346737481032
25,blue-collar,single,high.school,no,yes,no,cellular,jul,tue,214,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no,0.15693368740515934
55,admin.,married,unknown,no,yes,no,cellular,apr,thu,525,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,no,0.15569208431542647
37,blue-collar,married,basic.6y,no,no,yes,cellular,may,wed,364,4,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no,0.155
43,blue-collar,married,basic.4y,no,yes,no,telephone,may,fri,469,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.155
28,admin.,single,university.degree,no,yes,no,cellular,nov,thu,189,2,999,0,nonexistent,-3.4,92.649,-30.1,0.714,5017.5,no,0.155
58,management,divorced,university.degree,no,yes,no,telephone,may,mon,56,9,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no,0.155
37,blue-collar,single,basic.9y,unknown,no,no,telephone,may,wed,119,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,0.155
58,admin.,married,unknown,unknown,no,no,telephone,jun,thu,292,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no,0.155
55,retired,married,professional.course,no,yes,no,cellular,jul,tue,277,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no,0.155
52,management,married,university.degree,unknown,no,no,cellular,aug,tue,95,5,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,0.155
29,admin.,married,high.school,no,no,no,cellular,aug,mon,128,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.15485137133854215
46,blue-collar,divorced,basic.6y,unknown,no,no,cellular,apr,wed,179,5,999,2,failure,-1.8,93.075,-47.1,1.445,5099.1,no,0.15472663125948405
34,technician,single,high.school,unknown,no,no,telephone,aug,fri,46,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,0.15450198114496516
29,admin.,single,university.degree,no,yes,yes,cellular,jul,thu,258,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,no,0.15443846737481032
57,admin.,married,high.school,no,yes,no,cellular,apr,tue,111,1,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,yes,0.1530777669306355
47,admin.,divorced,high.school,no,no,no,cellular,aug,tue,204,6,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,0.1525
88,retired,divorced,basic.4y,no,yes,no,cellular,may,wed,128,4,999,0,nonexistent,-1.8,92.893,-46.2,1.27,5099.1,no,0.1525
32,blue-collar,married,basic.9y,no,no,no,cellular,apr,wed,161,2,999,1,failure,-1.8,93.075,-47.1,1.498,5099.1,no,0.1525
44,management,married,unknown,no,yes,no,cellular,aug,fri,247,2,999,0,nonexistent,-2.9,92.201,-31.4,0.825,5076.2,no,0.1525
53,management,married,high.school,no,no,no,cellular,nov,thu,227,1,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,no,0.1525
51,blue-collar,married,basic.9y,unknown,no,no,telephone,aug,wed,490,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,0.1525
27,admin.,married,high.school,no,no,no,cellular,may,fri,71,3,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no,0.1525
54,blue-collar,married,professional.course,no,yes,no,telephone,apr,thu,173,2,999,0,nonexistent,-1.8,93.075,-47.1,1.483,5099.1,no,0.1525
31,technician,single,professional.course,no,yes,no,cellular,jul,tue,350,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no,0.1525
50,self-employed,married,basic.4y,unknown,no,yes,telephone,may,wed,245,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,no,0.1525
45,technician,married,professional.course,no,yes,yes,cellular,aug,wed,136,6,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no,0.1525
28,admin.,single,high.school,no,no,no,telephone,may,fri,498,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no,0.1525
20,student,single,high.school,no,no,no,cellular,nov,wed,131,1,999,3,failure,-3.4,92.649,-30.1,0.715,5017.5,yes,0.1525
40,admin.,divorced,university.degree,no,yes,no,cellular,apr,thu,194,2,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,no,0.1525
47,blue-collar,married,basic.9y,no,yes,no,cellular,apr,mon,238,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,0.1525
34,unknown,single,university.degree,no,yes,no,telephone,oct,wed,182,2,999,0,nonexistent,-3.4,92.431,-26.9,0.724,5017.5,no,0.1525
45,admin.,married,basic.9y,no,no,no,cellular,aug,thu,524,5,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no,0.1520122399789875
46,technician,single,basic.9y,no,yes,no,cellular,apr,thu,168,1,999,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,no,0.1514767422106311
39,self-employed,married,basic.9y,no,no,no,cellular,aug,tue,139,4,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,0.15079323531580108
32,services,single,high.school,no,no,no,cellular,jul,mon,722,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,yes,0.15041241629262278
57,management,married,university.degree,unknown,yes,yes,cellular,nov,fri,22,2,999,1,failure,-0.1,93.2,-42.0,4.021,5195.8,no,0.15
32,technician,married,professional.course,no,yes,no,telephone,nov,tue,399,1,999,0,nonexistent,-0.1,93.2,-42.0,4.7,5195.8,yes,0.15
20,student,single,unknown,no,no,no,cellular,oct,mon,137,3,999,3,failure,-1.1,94.601,-49.5,0.977,4963.6,no,0.15
49,entrepreneur,married,university.degree,no,no,no,cellular,may,tue,242,2,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no,0.15
52,technician,single,professional.course,no,no,no,telephone,jul,mon,84,1,999,0,nonexistent,-1.7,94.215,-40.3,0.889,4991.6,no,0.15
26,admin.,married,university.degree,no,no,no,cellular,jul,tue,503,6,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no,0.15
59,management,married,basic.4y,unknown,unknown,unknown,cellular,may,thu,165,4,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,no,0.15
35,blue-collar,divorced,high.school,no,yes,no,cellular,may,tue,187,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,no,0.15
32,blue-collar,married,basic.9y,no,yes,no,cellular,apr,fri,224,1,999,0,nonexistent,-1.8,93.075,-47.1,1.479,5099.1,no,0.15
43,technician,divorced,high.school,no,yes,yes,cellular,jul,mon,200,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,0.15
35,admin.,single,university.degree,no,yes,no,cellular,may,wed,138,2,999,0,nonexistent,-1.8,92.893,-46.2,1.27,5099.1,no,0.15
26,entrepreneur,single,high.school,no,yes,no,cellular,may,mon,226,2,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no,0.15
51,blue-collar,married,basic.9y,unknown,no,no,telephone,jul,mon,41,5,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,0.15
31,technician,married,university.degree,no,no,no,cellular,aug,mon,99,7,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,0.15
55,management,divorced,university.degree,no,yes,no,cellular,sep,thu,1440,1,999,1,failure,-1.1,94.199,-37.5,0.884,4963.6,yes,0.15
56,admin.,married,basic.9y,no,no,no,cellular,oct,wed,79,2,999,0,nonexistent,-3.4,92.431,-26.9,0.742,5017.5,no,0.15
30,management,single,university.degree,no,yes,no,telephone,jun,wed,66,1,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no,0.15
32,admin.,single,university.degree,no,yes,yes,cellular,jun,wed,49,2,999,1,failure,-2.9,92.963,-40.8,1.244,5076.2,no,0.15
41,technician,married,professional.course,no,yes,no,cellular,nov,mon,545,2,999,0,nonexistent,-1.1,94.767,-50.8,1.039,4963.6,yes,0.15
46,blue-collar,married,high.school,no,no,yes,cellular,may,tue,173,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,no,0.14972465857359635
33,self-employed,married,basic.9y,no,yes,no,cellular,jul,mon,181,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no,0.14945569044006068
62,self-employed,married,university.degree,unknown,yes,no,cellular,sep,fri,79,1,999,0,nonexistent,-3.4,92.379,-29.8,0.741,5017.5,no,0.1493130853858036
42,blue-collar,married,basic.4y,no,yes,no,cellular,may,tue,442,2,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,no,0.1490602536789665
48,admin.,married,high.school,no,no,no,telephone,nov,tue,301,1,999,2,failure,-1.1,94.767,-50.8,1.049,4963.6,no,0.1475
34,technician,divorced,professional.course,no,yes,yes,cellular,apr,fri,180,2,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no,0.1475
47,admin.,single,university.degree,no,no,no,cellular,apr,wed,167,1,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,no,0.1475
32,self-employed,single,university.degree,no,yes,no,cellular,jun,mon,104,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,no,0.1475
39,admin.,single,university.degree,no,no,no,cellular,may,mon,198,2,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,no,0.1475
24,management,single,university.degree,no,no,no,cellular,may,mon,64,2,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no,0.1475
21,unemployed,married,high.school,no,yes,yes,cellular,jul,thu,85,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,0.1475
33,services,married,high.school,no,yes,no,cellular,may,wed,89,2,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1,no,0.14737902634970096
55,management,married,basic.9y,no,yes,no,cellular,jul,wed,421,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no,0.14693376327769347
43,housemaid,married,basic.9y,unknown,no,no,cellular,jul,wed,96,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no,0.14684459361651758
38,entrepreneur,married,professional.course,no,yes,no,cellular,may,tue,382,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,no,0.14673922701312583
32,unemployed,single,university.degree,no,no,no,cellular,apr,wed,110,1,999,0,nonexistent,-1.8,93.075,-47.1,1.415,5099.1,yes,0.14671196517804735
31,admin.,single,high.school,no,yes,no,telephone,dec,mon,36,1,999,0,nonexistent,-0.2,92.756,-45.9,3.816,5176.3,no,0.1466620847912028
48,admin.,married,high.school,no,yes,no,cellular,aug,thu,62,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.14551761252130974
31,admin.,single,high.school,no,no,no,cellular,jul,mon,133,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,0.14521819476258804
32,blue-collar,married,basic.4y,unknown,no,yes,cellular,jul,wed,112,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,0.145
38,services,single,high.school,no,yes,yes,cellular,may,thu,456,1,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,yes,0.145
42,housemaid,married,university.degree,no,unknown,unknown,telephone,aug,thu,12,9,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,no,0.145
32,admin.,married,university.degree,no,no,no,telephone,nov,wed,651,1,999,1,failure,-1.1,94.767,-50.8,1.03,4963.6,yes,0.145
33,technician,married,professional.course,no,yes,no,telephone,jun,thu,201,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,0.145
48,entrepreneur,married,basic.9y,no,yes,no,cellular,jul,wed,44,7,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no,0.145
81,retired,married,basic.4y,no,no,no,cellular,may,mon,617,2,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,yes,0.145
41,blue-collar,single,basic.9y,no,no,no,cellular,may,fri,195,1,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no,0.145
35,services,divorced,university.degree,no,yes,no,telephone,jul,tue,119,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no,0.145
74,retired,married,high.school,no,no,no,cellular,aug,thu,135,1,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,no,0.145
34,technician,divorced,professional.course,no,yes,yes,cellular,may,fri,296,2,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no,0.145
56,services,married,high.school,no,yes,no,cellular,may,mon,520,2,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,no,0.145
40,housemaid,single,university.degree,no,no,yes,telephone,may,wed,502,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,no,0.145
74,retired,married,high.school,no,no,no,cellular,aug,thu,472,1,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,no,0.145
37,admin.,single,university.degree,no,yes,no,telephone,may,fri,355,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no,0.145
34,blue-collar,single,basic.9y,no,no,no,cellular,jul,wed,218,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,0.14498249503631766
35,admin.,single,university.degree,no,yes,no,cellular,nov,wed,273,2,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no,0.1449227299860715
29,admin.,married,high.school,no,yes,no,cellular,may,mon,112,4,999,1,failure,-1.8,92.893,-46.2,1.244,5099.1,no,0.1447272382397572
57,retired,single,university.degree,no,yes,no,cellular,jul,fri,75,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no,0.14471001517450682
41,blue-collar,married,basic.9y,no,no,no,cellular,oct,mon,79,1,999,1,failure,-3.4,92.431,-26.9,0.739,5017.5,no,0.14449412149813143
31,admin.,single,university.degree,no,yes,yes,cellular,apr,thu,102,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,no,0.14448201751999565
53,retired,married,high.school,no,yes,no,cellular,jul,fri,99,7,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,0.1442257316321535
34,management,married,university.degree,no,yes,yes,telephone,jun,wed,192,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,no,0.1440221328915006
